2016	algorithm	mathematical optimization	{'a13e27cbcd4e8115154b58eccc54119060197b13': 2, '444dd08c627e09c7db25c922ad1b10771d99c693': 2, '48a33215d2ea506bdfb6f8ba65265def3354ee72': 2, 'c0289ba47e46f74f5e3d77b68112fde8c0c497e1': 2, '1d4127f94f9057c467ecad5a15005616ae25c1dc': 2, 'edad00eea2577b31abe34abd980ba9db6955a771': 2, '859c6d6436fa19c34da3034988d6aac006fef4de': 2}
2016	numerical analysis	mathematical optimization	{'444dd08c627e09c7db25c922ad1b10771d99c693': 2}
2016	mathematical optimization	optimization problem	{'6d6c6e84fd1c8376ade16c9e978c465d0442aab2': 2, '075c363d53f863e888c58e03d1061ca7df9d0db5': 2, '20caa7cd5c842294d63338774c53ccd1964576d6': 2}
2015	dynamic programming	algorithm	{'8e9a2c1a001dae33ac264a39927bff89f5f006eb': 2, '4cf5c83e9c3d29bbc5d816f199b491b624dbf5f2': 2}
2015	dynamic programming	numerical analysis	{'85432384611064d11b5fd92f9ae699262024fb38': 2, '584825fd88727d001629ffde95b773dcd985e40a': 2, '8e9a2c1a001dae33ac264a39927bff89f5f006eb': 2, '4cf5c83e9c3d29bbc5d816f199b491b624dbf5f2': 2}
2015	dynamic programming	optimal control	{'85432384611064d11b5fd92f9ae699262024fb38': 2, '584825fd88727d001629ffde95b773dcd985e40a': 2, '8e9a2c1a001dae33ac264a39927bff89f5f006eb': 3, '4cf5c83e9c3d29bbc5d816f199b491b624dbf5f2': 2}
2015	algorithm	numerical analysis	{'8e9a2c1a001dae33ac264a39927bff89f5f006eb': 2, '4cf5c83e9c3d29bbc5d816f199b491b624dbf5f2': 2}
2015	algorithm	optimal control	{'8e9a2c1a001dae33ac264a39927bff89f5f006eb': 2, '4cf5c83e9c3d29bbc5d816f199b491b624dbf5f2': 2}
2015	numerical analysis	optimal control	{'85432384611064d11b5fd92f9ae699262024fb38': 2, '584825fd88727d001629ffde95b773dcd985e40a': 2, '8e9a2c1a001dae33ac264a39927bff89f5f006eb': 2, '4cf5c83e9c3d29bbc5d816f199b491b624dbf5f2': 2}
2016	multi-agent system	simulation	{'9bb783a1070252da867412d1e38fff8a06b8e4c8': 2}
2016	multi-agent system	agent-based model	{'9bb783a1070252da867412d1e38fff8a06b8e4c8': 2}
2016	simulation	agent-based model	{'9bb783a1070252da867412d1e38fff8a06b8e4c8': 2}
2017	sugeno fuzzy	paper proposes	{'4f558859ab5805e3c86f2473627526066bca41fb': 2}
2017	sugeno fuzzy	nonlinear plant	{'4f558859ab5805e3c86f2473627526066bca41fb': 2}
2017	sugeno fuzzy	affine model	{'4f558859ab5805e3c86f2473627526066bca41fb': 3}
2017	paper proposes	nonlinear plant	{'4f558859ab5805e3c86f2473627526066bca41fb': 2}
2017	paper proposes	affine model	{'4f558859ab5805e3c86f2473627526066bca41fb': 2}
2017	nonlinear plant	affine model	{'4f558859ab5805e3c86f2473627526066bca41fb': 2}
2017	shape features	extracted based	{'fba3f3497b2444979e5f41b3bb31a83129b3a6ab': 2, '6f07b63efdf83c060790296a7efa520c987a84a5': 2}
2011	algorithm	mathematical optimization	{'6fd000cbdd671055f0395c529f73bd13593a5e33': 2}
2016	search algorithm	requirement	{'b0e2d6e6b6f460d3b1959004f9ded2653bf4ce2f': 2, 'dd450ca6a0b46bac304af4bbab69fdc142693d03': 2}
2016	search algorithm	big data	{'b0e2d6e6b6f460d3b1959004f9ded2653bf4ce2f': 2, 'dd450ca6a0b46bac304af4bbab69fdc142693d03': 2}
2016	search algorithm	brute-force search	{'b0e2d6e6b6f460d3b1959004f9ded2653bf4ce2f': 2, 'dd450ca6a0b46bac304af4bbab69fdc142693d03': 2}
2016	search algorithm	iterative method	{'b0e2d6e6b6f460d3b1959004f9ded2653bf4ce2f': 2, 'dd450ca6a0b46bac304af4bbab69fdc142693d03': 2}
2016	search algorithm	data mining	{'b0e2d6e6b6f460d3b1959004f9ded2653bf4ce2f': 2, 'dd450ca6a0b46bac304af4bbab69fdc142693d03': 2}
2016	search algorithm	computer data storage	{'b0e2d6e6b6f460d3b1959004f9ded2653bf4ce2f': 2, 'dd450ca6a0b46bac304af4bbab69fdc142693d03': 2}
2016	search algorithm	open-source software	{'b0e2d6e6b6f460d3b1959004f9ded2653bf4ce2f': 2, 'dd450ca6a0b46bac304af4bbab69fdc142693d03': 2}
2016	search algorithm	apriori algorithm	{'b0e2d6e6b6f460d3b1959004f9ded2653bf4ce2f': 2, 'dd450ca6a0b46bac304af4bbab69fdc142693d03': 2}
2016	search algorithm	mapreduce	{'b0e2d6e6b6f460d3b1959004f9ded2653bf4ce2f': 2, 'dd450ca6a0b46bac304af4bbab69fdc142693d03': 2}
2016	search algorithm	experiment	{'b0e2d6e6b6f460d3b1959004f9ded2653bf4ce2f': 2, 'dd450ca6a0b46bac304af4bbab69fdc142693d03': 2}
2016	search algorithm	apache spark	{'b0e2d6e6b6f460d3b1959004f9ded2653bf4ce2f': 2, 'dd450ca6a0b46bac304af4bbab69fdc142693d03': 2}
2016	requirement	brute-force search	{'b0e2d6e6b6f460d3b1959004f9ded2653bf4ce2f': 2, 'dd450ca6a0b46bac304af4bbab69fdc142693d03': 2}
2016	requirement	iterative method	{'b0e2d6e6b6f460d3b1959004f9ded2653bf4ce2f': 2, 'dd450ca6a0b46bac304af4bbab69fdc142693d03': 2}
2016	requirement	computer data storage	{'b0e2d6e6b6f460d3b1959004f9ded2653bf4ce2f': 2, 'dd450ca6a0b46bac304af4bbab69fdc142693d03': 2}
2016	requirement	open-source software	{'b0e2d6e6b6f460d3b1959004f9ded2653bf4ce2f': 2, 'dd450ca6a0b46bac304af4bbab69fdc142693d03': 2}
2016	requirement	apriori algorithm	{'b0e2d6e6b6f460d3b1959004f9ded2653bf4ce2f': 2, 'dd450ca6a0b46bac304af4bbab69fdc142693d03': 2}
2016	requirement	experiment	{'b0e2d6e6b6f460d3b1959004f9ded2653bf4ce2f': 2, 'dd450ca6a0b46bac304af4bbab69fdc142693d03': 2}
2016	requirement	apache spark	{'b0e2d6e6b6f460d3b1959004f9ded2653bf4ce2f': 2, 'dd450ca6a0b46bac304af4bbab69fdc142693d03': 2}
2016	big data	brute-force search	{'b0e2d6e6b6f460d3b1959004f9ded2653bf4ce2f': 2, 'dd450ca6a0b46bac304af4bbab69fdc142693d03': 2}
2016	big data	iterative method	{'b0e2d6e6b6f460d3b1959004f9ded2653bf4ce2f': 2, 'dd450ca6a0b46bac304af4bbab69fdc142693d03': 2}
2016	big data	computer data storage	{'b0e2d6e6b6f460d3b1959004f9ded2653bf4ce2f': 2, 'dd450ca6a0b46bac304af4bbab69fdc142693d03': 2}
2016	big data	open-source software	{'b0e2d6e6b6f460d3b1959004f9ded2653bf4ce2f': 2, 'dd450ca6a0b46bac304af4bbab69fdc142693d03': 2}
2016	big data	apriori algorithm	{'b0e2d6e6b6f460d3b1959004f9ded2653bf4ce2f': 2, 'dd450ca6a0b46bac304af4bbab69fdc142693d03': 2}
2016	big data	experiment	{'b0e2d6e6b6f460d3b1959004f9ded2653bf4ce2f': 2, 'dd450ca6a0b46bac304af4bbab69fdc142693d03': 2}
2016	big data	apache spark	{'b0e2d6e6b6f460d3b1959004f9ded2653bf4ce2f': 2, 'dd450ca6a0b46bac304af4bbab69fdc142693d03': 2}
2016	brute-force search	iterative method	{'b0e2d6e6b6f460d3b1959004f9ded2653bf4ce2f': 2, 'dd450ca6a0b46bac304af4bbab69fdc142693d03': 2}
2016	brute-force search	data mining	{'b0e2d6e6b6f460d3b1959004f9ded2653bf4ce2f': 2, 'dd450ca6a0b46bac304af4bbab69fdc142693d03': 2}
2016	brute-force search	computer data storage	{'b0e2d6e6b6f460d3b1959004f9ded2653bf4ce2f': 2, 'dd450ca6a0b46bac304af4bbab69fdc142693d03': 2}
2016	brute-force search	open-source software	{'b0e2d6e6b6f460d3b1959004f9ded2653bf4ce2f': 2, 'dd450ca6a0b46bac304af4bbab69fdc142693d03': 2}
2016	brute-force search	apriori algorithm	{'b0e2d6e6b6f460d3b1959004f9ded2653bf4ce2f': 2, 'dd450ca6a0b46bac304af4bbab69fdc142693d03': 2}
2016	brute-force search	mapreduce	{'b0e2d6e6b6f460d3b1959004f9ded2653bf4ce2f': 2, 'dd450ca6a0b46bac304af4bbab69fdc142693d03': 2}
2016	brute-force search	experiment	{'b0e2d6e6b6f460d3b1959004f9ded2653bf4ce2f': 2, 'dd450ca6a0b46bac304af4bbab69fdc142693d03': 2}
2016	brute-force search	apache spark	{'b0e2d6e6b6f460d3b1959004f9ded2653bf4ce2f': 2, 'dd450ca6a0b46bac304af4bbab69fdc142693d03': 2}
2016	iterative method	data mining	{'b0e2d6e6b6f460d3b1959004f9ded2653bf4ce2f': 2, 'dd450ca6a0b46bac304af4bbab69fdc142693d03': 2}
2016	iterative method	computer data storage	{'b0e2d6e6b6f460d3b1959004f9ded2653bf4ce2f': 2, 'dd450ca6a0b46bac304af4bbab69fdc142693d03': 2}
2016	iterative method	open-source software	{'b0e2d6e6b6f460d3b1959004f9ded2653bf4ce2f': 2, 'dd450ca6a0b46bac304af4bbab69fdc142693d03': 2}
2016	iterative method	apriori algorithm	{'b0e2d6e6b6f460d3b1959004f9ded2653bf4ce2f': 2, 'dd450ca6a0b46bac304af4bbab69fdc142693d03': 2}
2016	iterative method	mapreduce	{'b0e2d6e6b6f460d3b1959004f9ded2653bf4ce2f': 2, 'dd450ca6a0b46bac304af4bbab69fdc142693d03': 2}
2016	iterative method	experiment	{'b0e2d6e6b6f460d3b1959004f9ded2653bf4ce2f': 2, 'dd450ca6a0b46bac304af4bbab69fdc142693d03': 2}
2016	iterative method	apache spark	{'b0e2d6e6b6f460d3b1959004f9ded2653bf4ce2f': 2, 'dd450ca6a0b46bac304af4bbab69fdc142693d03': 2}
2016	data mining	computer data storage	{'b0e2d6e6b6f460d3b1959004f9ded2653bf4ce2f': 2, 'dd450ca6a0b46bac304af4bbab69fdc142693d03': 2}
2016	data mining	open-source software	{'b0e2d6e6b6f460d3b1959004f9ded2653bf4ce2f': 2, 'dd450ca6a0b46bac304af4bbab69fdc142693d03': 2}
2016	data mining	apriori algorithm	{'b0e2d6e6b6f460d3b1959004f9ded2653bf4ce2f': 2, 'dd450ca6a0b46bac304af4bbab69fdc142693d03': 2}
2016	data mining	experiment	{'b0e2d6e6b6f460d3b1959004f9ded2653bf4ce2f': 2, 'dd450ca6a0b46bac304af4bbab69fdc142693d03': 2}
2016	data mining	apache spark	{'b0e2d6e6b6f460d3b1959004f9ded2653bf4ce2f': 2, 'dd450ca6a0b46bac304af4bbab69fdc142693d03': 2}
2016	computer data storage	open-source software	{'b0e2d6e6b6f460d3b1959004f9ded2653bf4ce2f': 2, 'dd450ca6a0b46bac304af4bbab69fdc142693d03': 2}
2016	computer data storage	apriori algorithm	{'b0e2d6e6b6f460d3b1959004f9ded2653bf4ce2f': 2, 'dd450ca6a0b46bac304af4bbab69fdc142693d03': 2}
2016	computer data storage	mapreduce	{'b0e2d6e6b6f460d3b1959004f9ded2653bf4ce2f': 2, 'dd450ca6a0b46bac304af4bbab69fdc142693d03': 2}
2016	computer data storage	experiment	{'b0e2d6e6b6f460d3b1959004f9ded2653bf4ce2f': 2, 'dd450ca6a0b46bac304af4bbab69fdc142693d03': 2}
2016	computer data storage	apache spark	{'b0e2d6e6b6f460d3b1959004f9ded2653bf4ce2f': 2, 'dd450ca6a0b46bac304af4bbab69fdc142693d03': 2}
2016	open-source software	apriori algorithm	{'b0e2d6e6b6f460d3b1959004f9ded2653bf4ce2f': 2, 'dd450ca6a0b46bac304af4bbab69fdc142693d03': 2}
2016	open-source software	mapreduce	{'b0e2d6e6b6f460d3b1959004f9ded2653bf4ce2f': 2, 'dd450ca6a0b46bac304af4bbab69fdc142693d03': 2}
2016	open-source software	experiment	{'b0e2d6e6b6f460d3b1959004f9ded2653bf4ce2f': 2, 'dd450ca6a0b46bac304af4bbab69fdc142693d03': 2}
2016	open-source software	apache spark	{'b0e2d6e6b6f460d3b1959004f9ded2653bf4ce2f': 2, 'dd450ca6a0b46bac304af4bbab69fdc142693d03': 2}
2016	apriori algorithm	mapreduce	{'b0e2d6e6b6f460d3b1959004f9ded2653bf4ce2f': 2, 'dd450ca6a0b46bac304af4bbab69fdc142693d03': 2}
2016	apriori algorithm	experiment	{'b0e2d6e6b6f460d3b1959004f9ded2653bf4ce2f': 2, 'dd450ca6a0b46bac304af4bbab69fdc142693d03': 2}
2016	apriori algorithm	apache spark	{'b0e2d6e6b6f460d3b1959004f9ded2653bf4ce2f': 2, 'dd450ca6a0b46bac304af4bbab69fdc142693d03': 2}
2016	mapreduce	experiment	{'b0e2d6e6b6f460d3b1959004f9ded2653bf4ce2f': 2, 'dd450ca6a0b46bac304af4bbab69fdc142693d03': 2}
2016	mapreduce	apache spark	{'b0e2d6e6b6f460d3b1959004f9ded2653bf4ce2f': 2, 'dd450ca6a0b46bac304af4bbab69fdc142693d03': 2}
2016	experiment	apache spark	{'b0e2d6e6b6f460d3b1959004f9ded2653bf4ce2f': 2, 'dd450ca6a0b46bac304af4bbab69fdc142693d03': 2}
2015	anatomy regional	numerical analysis	{'6f0b02961b684e27e06332d482e9ae4acc286501': 2, '76b00058fbb669c67f8cfcccbc1f2c27eae3f389': 2}
2015	anatomy regional	http public key pinning	{'6f0b02961b684e27e06332d482e9ae4acc286501': 2, '76b00058fbb669c67f8cfcccbc1f2c27eae3f389': 2}
2015	anatomy regional	network topology	{'6f0b02961b684e27e06332d482e9ae4acc286501': 2, '76b00058fbb669c67f8cfcccbc1f2c27eae3f389': 2}
2015	numerical analysis	http public key pinning	{'6f0b02961b684e27e06332d482e9ae4acc286501': 3, '76b00058fbb669c67f8cfcccbc1f2c27eae3f389': 3}
2015	numerical analysis	network topology	{'6f0b02961b684e27e06332d482e9ae4acc286501': 2, '76b00058fbb669c67f8cfcccbc1f2c27eae3f389': 2}
2015	http public key pinning	network topology	{'6f0b02961b684e27e06332d482e9ae4acc286501': 2, '76b00058fbb669c67f8cfcccbc1f2c27eae3f389': 2}
2007	paper focuses	fuzzy logic control	{'f6ca8b3df5f50d99682c7bd69f84bcf30b49be06': 2}
2007	paper focuses	fuzzy multi	{'f6ca8b3df5f50d99682c7bd69f84bcf30b49be06': 2}
2007	paper focuses	mobility management	{'f6ca8b3df5f50d99682c7bd69f84bcf30b49be06': 2}
2007	fuzzy logic control	fuzzy multi	{'f6ca8b3df5f50d99682c7bd69f84bcf30b49be06': 2}
2007	fuzzy logic control	mobility management	{'f6ca8b3df5f50d99682c7bd69f84bcf30b49be06': 2}
2007	fuzzy multi	mobility management	{'f6ca8b3df5f50d99682c7bd69f84bcf30b49be06': 2}
2015	requirement	big data	{'edc6dd81af215fa3030f2c521be053e915721c0b': 2}
2015	converge	nonlinear system	{'8070a5ab9c85134ea82953e4ec9d0b3cc1ae36a1': 2}
2015	formal system	nonlinear system	{'2d511ad1699965b89a2039e8b92a83e41b7b7aa5': 5}
2015	formal system	fuzzy logic	{'2d511ad1699965b89a2039e8b92a83e41b7b7aa5': 5}
2015	formal system	simulation	{'2d511ad1699965b89a2039e8b92a83e41b7b7aa5': 4}
2015	formal system	approximation algorithm	{'2d511ad1699965b89a2039e8b92a83e41b7b7aa5': 4}
2015	nonlinear system	fuzzy logic	{'2d511ad1699965b89a2039e8b92a83e41b7b7aa5': 5}
2015	nonlinear system	approximation algorithm	{'ba2c616097a893c3b3b1a4e72e197a90f550bb40': 3, '2d511ad1699965b89a2039e8b92a83e41b7b7aa5': 4, '8e9a2c1a001dae33ac264a39927bff89f5f006eb': 2}
2015	fuzzy logic	simulation	{'2d511ad1699965b89a2039e8b92a83e41b7b7aa5': 4}
2015	fuzzy logic	approximation algorithm	{'2d511ad1699965b89a2039e8b92a83e41b7b7aa5': 4}
2015	control theory	fuzzy control system	{'ba2c616097a893c3b3b1a4e72e197a90f550bb40': 2}
2015	simulation	approximation algorithm	{'2d511ad1699965b89a2039e8b92a83e41b7b7aa5': 3, 'f710b7de8bbedd61eea2ef9e1a7373b0f01728ba': 2}
2016	subnetwork	feedforward neural network	{'e041c7515822dddad45865e192f6add0f26adab5': 2, '1383c7bbd02ab02d11e21b91f3fad533b0079c51': 2}
2016	subnetwork	artificial neural network	{'e041c7515822dddad45865e192f6add0f26adab5': 2, '1383c7bbd02ab02d11e21b91f3fad533b0079c51': 2}
2016	subnetwork	learning disorders	{'e041c7515822dddad45865e192f6add0f26adab5': 2, '1383c7bbd02ab02d11e21b91f3fad533b0079c51': 2}
2016	subnetwork	generalization (psychology)	{'e041c7515822dddad45865e192f6add0f26adab5': 2, '1383c7bbd02ab02d11e21b91f3fad533b0079c51': 2}
2016	subnetwork	neural network simulation	{'e041c7515822dddad45865e192f6add0f26adab5': 2, '1383c7bbd02ab02d11e21b91f3fad533b0079c51': 2}
2016	feedforward neural network	learning disorders	{'e041c7515822dddad45865e192f6add0f26adab5': 2, '1383c7bbd02ab02d11e21b91f3fad533b0079c51': 2}
2016	feedforward neural network	generalization (psychology)	{'e041c7515822dddad45865e192f6add0f26adab5': 2, '1383c7bbd02ab02d11e21b91f3fad533b0079c51': 2}
2016	feedforward neural network	neural network simulation	{'e041c7515822dddad45865e192f6add0f26adab5': 2, '1383c7bbd02ab02d11e21b91f3fad533b0079c51': 2}
2016	artificial neural network	network architecture	{'de79fdc04fcb1fb7446bdc97a6a1903bf77f96c0': 2}
2016	artificial neural network	learning disorders	{'e041c7515822dddad45865e192f6add0f26adab5': 2, '1383c7bbd02ab02d11e21b91f3fad533b0079c51': 2}
2016	artificial neural network	generalization (psychology)	{'e041c7515822dddad45865e192f6add0f26adab5': 2, '1383c7bbd02ab02d11e21b91f3fad533b0079c51': 2}
2016	learning disorders	neural network simulation	{'e041c7515822dddad45865e192f6add0f26adab5': 2, '1383c7bbd02ab02d11e21b91f3fad533b0079c51': 2}
2016	generalization (psychology)	neural network simulation	{'e041c7515822dddad45865e192f6add0f26adab5': 2, '1383c7bbd02ab02d11e21b91f3fad533b0079c51': 2}
2011	dependent deep	network hmms	{'6119ecda19af52efb66331e3619e639be6f86c75': 2}
2011	dependent deep	mixture hmms	{'6119ecda19af52efb66331e3619e639be6f86c75': 2}
2011	dependent deep	discriminatively trained gaussian	{'6119ecda19af52efb66331e3619e639be6f86c75': 2}
2011	network hmms	mixture hmms	{'6119ecda19af52efb66331e3619e639be6f86c75': 2}
2011	network hmms	discriminatively trained gaussian	{'6119ecda19af52efb66331e3619e639be6f86c75': 2}
2011	mixture hmms	discriminatively trained gaussian	{'6119ecda19af52efb66331e3619e639be6f86c75': 2}
2016	vocabulary	language model	{'0caa56dcd8fb9e51577958c9a81b3c1e0e8d6f89': 2}
2015	controllers	nonlinear system	{'ba2c616097a893c3b3b1a4e72e197a90f550bb40': 2}
2005	artificial neural network	recurrent neural network	{'5ce37f9e0fda6c37003b44a26a4d4a3d5c1fa0bc': 2, '622cd0cd6537cf0b6019460bf5af870a939f4230': 2}
2005	artificial neural network	lyapunov fractal	{'5ce37f9e0fda6c37003b44a26a4d4a3d5c1fa0bc': 2, '622cd0cd6537cf0b6019460bf5af870a939f4230': 4}
2005	artificial neural network	social inequality	{'5ce37f9e0fda6c37003b44a26a4d4a3d5c1fa0bc': 2, '622cd0cd6537cf0b6019460bf5af870a939f4230': 2}
2005	recurrent neural network	lyapunov fractal	{'5ce37f9e0fda6c37003b44a26a4d4a3d5c1fa0bc': 2, '622cd0cd6537cf0b6019460bf5af870a939f4230': 2}
2005	recurrent neural network	social inequality	{'5ce37f9e0fda6c37003b44a26a4d4a3d5c1fa0bc': 2, '622cd0cd6537cf0b6019460bf5af870a939f4230': 2}
2005	lyapunov fractal	social inequality	{'5ce37f9e0fda6c37003b44a26a4d4a3d5c1fa0bc': 2, '622cd0cd6537cf0b6019460bf5af870a939f4230': 2}
2006	cohen–grossberg neural network	time-varying delays	{'622cd0cd6537cf0b6019460bf5af870a939f4230': 2}
2003	preliminary results provide	research program aimed	{'d192cd2fda3537732736730eb04cb3225e4d6df6': 2, '3bf7a010ce3e000a1314d728bc188ba641226a60': 2, '0f9bdab04b7254902f37d3266009759d337c033e': 2}
2003	preliminary results provide	dolce foundational ontology	{'d192cd2fda3537732736730eb04cb3225e4d6df6': 2, '3bf7a010ce3e000a1314d728bc188ba641226a60': 2, '0f9bdab04b7254902f37d3266009759d337c033e': 2}
2003	preliminary results provide	formal specification	{'d192cd2fda3537732736730eb04cb3225e4d6df6': 2, '3bf7a010ce3e000a1314d728bc188ba641226a60': 2, '0f9bdab04b7254902f37d3266009759d337c033e': 2}
2003	preliminary results provide	ontowordnet project	{'d192cd2fda3537732736730eb04cb3225e4d6df6': 2, '3bf7a010ce3e000a1314d728bc188ba641226a60': 2, '0f9bdab04b7254902f37d3266009759d337c033e': 2}
2003	preliminary results provide	progress report	{'d192cd2fda3537732736730eb04cb3225e4d6df6': 2, '3bf7a010ce3e000a1314d728bc188ba641226a60': 2, '0f9bdab04b7254902f37d3266009759d337c033e': 2}
2003	preliminary results provide	consistent modularized	{'d192cd2fda3537732736730eb04cb3225e4d6df6': 2, '3bf7a010ce3e000a1314d728bc188ba641226a60': 2, '0f9bdab04b7254902f37d3266009759d337c033e': 2}
2003	preliminary results provide	research program aiming	{'d192cd2fda3537732736730eb04cb3225e4d6df6': 2, '3bf7a010ce3e000a1314d728bc188ba641226a60': 2, '0f9bdab04b7254902f37d3266009759d337c033e': 2}
2003	research program aimed	dolce foundational ontology	{'d192cd2fda3537732736730eb04cb3225e4d6df6': 2, '3bf7a010ce3e000a1314d728bc188ba641226a60': 2, '0f9bdab04b7254902f37d3266009759d337c033e': 2}
2003	research program aimed	formal specification	{'d192cd2fda3537732736730eb04cb3225e4d6df6': 2, '3bf7a010ce3e000a1314d728bc188ba641226a60': 2, '0f9bdab04b7254902f37d3266009759d337c033e': 2}
2003	research program aimed	ontowordnet project	{'d192cd2fda3537732736730eb04cb3225e4d6df6': 2, '3bf7a010ce3e000a1314d728bc188ba641226a60': 2, '0f9bdab04b7254902f37d3266009759d337c033e': 2}
2003	research program aimed	progress report	{'d192cd2fda3537732736730eb04cb3225e4d6df6': 2, '3bf7a010ce3e000a1314d728bc188ba641226a60': 2, '0f9bdab04b7254902f37d3266009759d337c033e': 2}
2003	research program aimed	consistent modularized	{'d192cd2fda3537732736730eb04cb3225e4d6df6': 2, '3bf7a010ce3e000a1314d728bc188ba641226a60': 2, '0f9bdab04b7254902f37d3266009759d337c033e': 2}
2003	research program aimed	research program aiming	{'d192cd2fda3537732736730eb04cb3225e4d6df6': 2, '3bf7a010ce3e000a1314d728bc188ba641226a60': 2, '0f9bdab04b7254902f37d3266009759d337c033e': 2}
2003	dolce foundational ontology	formal specification	{'d192cd2fda3537732736730eb04cb3225e4d6df6': 2, '3bf7a010ce3e000a1314d728bc188ba641226a60': 2, '0f9bdab04b7254902f37d3266009759d337c033e': 2}
2003	dolce foundational ontology	ontowordnet project	{'d192cd2fda3537732736730eb04cb3225e4d6df6': 2, '3bf7a010ce3e000a1314d728bc188ba641226a60': 2, '0f9bdab04b7254902f37d3266009759d337c033e': 2}
2003	dolce foundational ontology	progress report	{'d192cd2fda3537732736730eb04cb3225e4d6df6': 2, '3bf7a010ce3e000a1314d728bc188ba641226a60': 2, '0f9bdab04b7254902f37d3266009759d337c033e': 2}
2003	dolce foundational ontology	consistent modularized	{'d192cd2fda3537732736730eb04cb3225e4d6df6': 2, '3bf7a010ce3e000a1314d728bc188ba641226a60': 2, '0f9bdab04b7254902f37d3266009759d337c033e': 2}
2003	dolce foundational ontology	research program aiming	{'d192cd2fda3537732736730eb04cb3225e4d6df6': 2, '3bf7a010ce3e000a1314d728bc188ba641226a60': 2, '0f9bdab04b7254902f37d3266009759d337c033e': 2}
2003	formal specification	ontowordnet project	{'d192cd2fda3537732736730eb04cb3225e4d6df6': 2, '3bf7a010ce3e000a1314d728bc188ba641226a60': 2, '0f9bdab04b7254902f37d3266009759d337c033e': 2}
2003	formal specification	progress report	{'d192cd2fda3537732736730eb04cb3225e4d6df6': 2, '3bf7a010ce3e000a1314d728bc188ba641226a60': 2, '0f9bdab04b7254902f37d3266009759d337c033e': 2}
2003	formal specification	consistent modularized	{'d192cd2fda3537732736730eb04cb3225e4d6df6': 2, '3bf7a010ce3e000a1314d728bc188ba641226a60': 2, '0f9bdab04b7254902f37d3266009759d337c033e': 2}
2003	formal specification	research program aiming	{'d192cd2fda3537732736730eb04cb3225e4d6df6': 2, '3bf7a010ce3e000a1314d728bc188ba641226a60': 2, '0f9bdab04b7254902f37d3266009759d337c033e': 2}
2003	ontowordnet project	progress report	{'d192cd2fda3537732736730eb04cb3225e4d6df6': 2, '3bf7a010ce3e000a1314d728bc188ba641226a60': 2, '0f9bdab04b7254902f37d3266009759d337c033e': 2}
2003	ontowordnet project	consistent modularized	{'d192cd2fda3537732736730eb04cb3225e4d6df6': 2, '3bf7a010ce3e000a1314d728bc188ba641226a60': 2, '0f9bdab04b7254902f37d3266009759d337c033e': 2}
2003	ontowordnet project	research program aiming	{'d192cd2fda3537732736730eb04cb3225e4d6df6': 2, '3bf7a010ce3e000a1314d728bc188ba641226a60': 2, '0f9bdab04b7254902f37d3266009759d337c033e': 2}
2003	progress report	consistent modularized	{'d192cd2fda3537732736730eb04cb3225e4d6df6': 2, '3bf7a010ce3e000a1314d728bc188ba641226a60': 2, '0f9bdab04b7254902f37d3266009759d337c033e': 2}
2003	progress report	research program aiming	{'d192cd2fda3537732736730eb04cb3225e4d6df6': 2, '3bf7a010ce3e000a1314d728bc188ba641226a60': 2, '0f9bdab04b7254902f37d3266009759d337c033e': 2}
2003	consistent modularized	research program aiming	{'d192cd2fda3537732736730eb04cb3225e4d6df6': 2, '3bf7a010ce3e000a1314d728bc188ba641226a60': 2, '0f9bdab04b7254902f37d3266009759d337c033e': 2}
2013	artificial neural network	simulation	{'ba2c616097a893c3b3b1a4e72e197a90f550bb40': 2}
